item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L225_353,225,353,point,0.56,0.56,,2,,,,no,yes,Supervised Fine-tuning,,,,,,"None lifts the conflict answer above 0.56,","None lifts the conflict answer above 0.56, and each one that moves it does so by losing part of the agreement arm; full numbers are on the project page\footnote\urlhttps://github.com/parw8649/audio-llm-utility-gap.",\subsectionSupervised Fine-tuning\labelsec:ft,,
L226_276,226,276,integer,37,37.0,,0,,,,no,no,Supervised Fine-tuning,,,,,,"which has 37 speakers,","After fine-tuning the projector, AUC improves significantly on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, which does not move (Table \reftab:main).","To narrow the gap, we retrain the projector between the audio encoder and the language model so that paralinguistic information becomes more salient to the language model.",,
L226_397,226,397,point,0.77,0.77,,2,,,,no,no,Supervised Fine-tuning,,,,,,"On the Pitt dataset the retrained projector reaches 0.77,","On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.","After fine-tuning the projector, AUC improves significantly on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, which does not move (Table \reftab:main).",,
L226_469,226,469,range,0.74 to 0.81,0.74,0.81,2,2,,,no,no,Supervised Fine-tuning,,,,,,and 0.74 to 0.81 across three further seeds.,"On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.","After fine-tuning the projector, AUC improves significantly on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, which does not move (Table \reftab:main).",,
L226_557,226,557,range,0.45 to 0.57,0.45,0.57,2,2,,,no,no,Supervised Fine-tuning,,,,,,"Its conflict arm stays at chance in every run (0.45 to 0.57,","Its conflict arm stays at chance in every run (0.45 to 0.57, every interval including 0.5) while its agreement arm rises to 0.82 to 0.90, so the projector recovers the overall AUC through the arm the words already help.","On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.",,
L226_596,226,596,point,0.5,0.5,,1,,,,no,no,Supervised Fine-tuning,,,,,,every interval including 0.5) while,"Its conflict arm stays at chance in every run (0.45 to 0.57, every interval including 0.5) while its agreement arm rises to 0.82 to 0.90, so the projector recovers the overall AUC through the arm the words already help.","On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.",,
L226_634,226,634,range,0.82 to 0.90,0.82,0.9,2,2,,,no,no,Supervised Fine-tuning,,,,,,"its agreement arm rises to 0.82 to 0.90,","Its conflict arm stays at chance in every run (0.45 to 0.57, every interval including 0.5) while its agreement arm rises to 0.82 to 0.90, so the projector recovers the overall AUC through the arm the words already help.","On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.",,
L226_841,226,841,integer,8,8.0,,0,,,,no,no,Supervised Fine-tuning,,,,,,"Low-rank adaptation (LoRA) of the language model (rank 8,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_877,226,877,integer,28,28.0,,0,,,,no,no,Supervised Fine-tuning,,,,,,"all attention projections of the 28 layers,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_888,226,888,point,5.0,5.0,,1,,,,no,no,Supervised Fine-tuning,,,,,,5.0 M trainable parameters against,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_924,226,924,point,4.6,4.6,,1,,,,no,no,Supervised Fine-tuning,,,,,,"4.6 M for the projector) reaches 0.825 on Pitt,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_958,226,958,point,0.825,0.825,,3,,,,no,no,Supervised Fine-tuning,,,,,,"4.6 M for the projector) reaches 0.825 on Pitt,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_973,226,973,point,0.06,0.06,,2,,,,no,no,Supervised Fine-tuning,,,,,,"0.06 [0.02,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_979,226,979,interval,"0.02, 0.10",0.02,0.1,2,2,,,no,no,Supervised Fine-tuning,,,,,,"0.06 [0.02,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_1020,226,1020,point,0.55,0.55,,2,,,,no,no,Supervised Fine-tuning,,,,,,"and 0.55 on its conflict segments,","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_1084,226,1084,point,0.77,0.77,,2,,,,no,no,Supervised Fine-tuning,,,,,,and training both together gives 0.77.,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",A class-balanced loss does not change this.,,
L226_1154,226,1154,point,+0.02,0.02,,2,,,,no,no,Supervised Fine-tuning,,,,,,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01,","On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",,
L226_1164,226,1164,point,0.01,0.01,,2,,,,no,no,Supervised Fine-tuning,,,,,,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01,","On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",,
L226_1170,226,1170,point,0.05,0.05,,2,,,,no,no,Supervised Fine-tuning,,,,,,"0.05],","On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",,
L226_1181,226,1181,point,0.82,0.82,,2,,,,no,no,Supervised Fine-tuning,,,,,,"and 0.82 with a second seed),","On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.","Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",,
L226_1340,226,1340,change,0.22 to 0.59,0.22,0.59,2,2,,,no,no,Supervised Fine-tuning,,,,,,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67,","Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.","On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.",,
L226_1379,226,1379,change,0.96 to 0.67,0.96,0.67,2,2,,,no,no,Supervised Fine-tuning,,,,,,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67,","Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.","On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.",,
L231_368,231,368,change,0.35 to 0.48,0.35,0.48,2,2,,,no,yes,Supervised Fine-tuning,,,,,,and the best prompt wording moves Qwen2-Audio only from 0.35 to 0.48;,"Every training-free fix that moves the conflict answer pays for it elsewhere, and the best prompt wording moves Qwen2-Audio only from 0.35 to 0.48; the two fixes that train one small component recover most of the Alzheimer's gap (a readout on the frozen states 0.78, the retrained projector's own answer 0.80), and the projector fix moves the MDVR-KCL answers the same way.",,,
L231_495,231,495,point,0.78,0.78,,2,,,,no,yes,Supervised Fine-tuning,,,,,,"the two fixes that train one small component recover most of the Alzheimer's gap (a readout on the frozen states 0.78,","Every training-free fix that moves the conflict answer pays for it elsewhere, and the best prompt wording moves Qwen2-Audio only from 0.35 to 0.48; the two fixes that train one small component recover most of the Alzheimer's gap (a readout on the frozen states 0.78, the retrained projector's own answer 0.80), and the projector fix moves the MDVR-KCL answers the same way.",,,
L231_538,231,538,point,0.80,0.8,,2,,,,no,yes,Supervised Fine-tuning,,,,,,"the retrained projector's own answer 0.80),","Every training-free fix that moves the conflict answer pays for it elsewhere, and the best prompt wording moves Qwen2-Audio only from 0.35 to 0.48; the two fixes that train one small component recover most of the Alzheimer's gap (a readout on the frozen states 0.78, the retrained projector's own answer 0.80), and the projector fix moves the MDVR-KCL answers the same way.",,,
L234_56,234,56,integer,37,37.0,,0,,,,no,yes,Supervised Fine-tuning,,,,,,MDVR-KCL has 37 speakers and its projector gain is not significant on its own;,"MDVR-KCL has 37 speakers and its projector gain is not significant on its own; its before number uses the voice wording, the retrained projector the recording wording.",,,
L237_10,237,10,integer,19,19.0,,0,,,,no,yes,Supervised Fine-tuning,,,,,,ADReSSo transcripts are ASR output (whisper-large-v3) and its conflict group has 19 segments;,"ADReSSo transcripts are ASR output (whisper-large-v3) and its conflict group has 19 segments; the ADReSS-2020 test labels were recovered by matching transcripts to Pitt (107 of 108 training labels matched, none wrong), pending the official labels.",,,
L238_1,238,1,integer,107,107.0,,0,,,,no,yes,Supervised Fine-tuning,,,,,,"the ADReSS-2020 test labels were recovered by matching transcripts to Pitt (107 of 108 training labels matched,","ADReSSo transcripts are ASR output (whisper-large-v3) and its conflict group has 19 segments; the ADReSS-2020 test labels were recovered by matching transcripts to Pitt (107 of 108 training labels matched, none wrong), pending the official labels.",,,
L238_8,238,8,integer,108,108.0,,0,,,,no,yes,Supervised Fine-tuning,,,,,,"the ADReSS-2020 test labels were recovered by matching transcripts to Pitt (107 of 108 training labels matched,","ADReSSo transcripts are ASR output (whisper-large-v3) and its conflict group has 19 segments; the ADReSS-2020 test labels were recovered by matching transcripts to Pitt (107 of 108 training labels matched, none wrong), pending the official labels.",,,
L238_90,238,90,integer,30,30.0,,0,,s,,no,yes,Supervised Fine-tuning,,,,,,The E-DAIC 30 s clips were not filtered for interviewer speech and will be re-cut.,The E-DAIC 30 s clips were not filtered for interviewer speech and will be re-cut.,,,
L240_35,240,35,point,0.60,0.6,,2,,,,no,yes,Supervised Fine-tuning,,,,,,scores track PTSD severity as closely as depression severity (0.60 against,"On E-DAIC, scores track PTSD severity as closely as depression severity (0.60 against 0.59).",,,
L240_48,240,48,point,0.59,0.59,,2,,,,no,yes,Supervised Fine-tuning,,,,,,0.59).,"On E-DAIC, scores track PTSD severity as closely as depression severity (0.60 against 0.59).",,,
