key,model,dataset,stream/arm,value,lo,hi,n,n_spk,estimator,file,source_table,verified_tonight,stream,arm,status,status_note,description,is_delta,file_exists,file_as_recorded,path_rewritten,row_id,metric,level
Kimi-Audio|edaic_mid300|zero_shot|all,Kimi-Audio,edaic_mid300,zero_shot/all,0.9987,0.9985,0.9989,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/kimi_mid300_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.edaic_mid300.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/kimi_mid300_zeroshot_scores.csv,no,part16/rows/M9.tsv:30,answer_mass,clip
Kimi-Audio|kcl|zero_shot|all,Kimi-Audio,kcl,zero_shot/all,0.9973,0.997,0.9977,37,37,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/kimi_new/kimi_kcl_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.kcl.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/kimi_new/kimi_kcl_zeroshot_scores.csv,no,part16/rows/M9.tsv:31,answer_mass,clip
Kimi-Audio|neurovoz|zero_shot|all,Kimi-Audio,neurovoz,zero_shot/all,0.9961,0.9961,0.9962,1270,107,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.neurovoz.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv,no,part16/rows/M9.tsv:32,answer_mass,clip
Kimi-Audio|pcgita|zero_shot|all,Kimi-Audio,pcgita,zero_shot/all,0.9959,0.9958,0.996,1100,100,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part3/kimi_pcgita_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.pcgita.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part3/kimi_pcgita_zeroshot_scores.csv,no,part16/rows/M9.tsv:33,answer_mass,clip
Kimi-Audio|pitt|zero_shot|all,Kimi-Audio,pitt,zero_shot/all,0.9966,0.9963,0.997,468,228,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.pitt.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M9.tsv:34,answer_mass,clip
Qwen2-Audio|adress2020|transcript|all,Qwen2-Audio,adress2020,transcript/all,0.9424,0.9341,0.9503,156,156,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_adress2020_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2-Audio.adress2020.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_adress2020_text.csv,yes,part16/rows/M9.tsv:35,answer_mass,clip
Qwen2-Audio|adresso|transcript|all,Qwen2-Audio,adresso,transcript/all,0.911,0.8975,0.9225,237,237,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_adresso_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2-Audio.adresso.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_adresso_text.csv,yes,part16/rows/M9.tsv:36,answer_mass,clip
Qwen2-Audio|?|transcript|conflict,Qwen2-Audio,,transcript/conflict,0.9808,0.9713,0.9864,390,74,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_conflict_text.csv,part16/rows/M9.tsv,yes,transcript,conflict,current,,M9.Qwen2-Audio.conflict.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_conflict_text.csv,yes,part16/rows/M9.tsv:37,answer_mass,clip
Qwen2-Audio|edaic|transcript|all,Qwen2-Audio,edaic,transcript/all,0.9595,0.9497,0.9643,275,275,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_edaic30_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2-Audio.edaic.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv,yes,part16/rows/M9.tsv:38,answer_mass,clip
Qwen2-Audio|edaic|transcript|all,Qwen2-Audio,edaic,transcript/all,0.9595,0.9497,0.9643,275,275,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_edaic30_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2-Audio.edaic30.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv,yes,part16/rows/M9.tsv:39,answer_mass,clip
Qwen2-Audio|edaic_full|transcript|all,Qwen2-Audio,edaic_full,transcript/all,0.9664,0.9611,0.972,275,275,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_edaicfull_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2-Audio.edaicfull.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_edaicfull_text.csv,yes,part16/rows/M9.tsv:40,answer_mass,clip
Qwen2-Audio|pitt|transcript|all,Qwen2-Audio,pitt,transcript/all,0.93,0.9236,0.9362,468,228,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/qwen2audio_pitt_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2-Audio.pitt.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/qwen2audio_pitt_text.csv,yes,part16/rows/M9.tsv:41,answer_mass,clip
Qwen2-Audio|adress2020|zero_shot|all,Qwen2-Audio,adress2020,zero_shot/all,0.9967,0.9965,0.9971,156,156,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.adress2020.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv,yes,part16/rows/M9.tsv:42,answer_mass,clip
Qwen2-Audio|adresso|zero_shot|all,Qwen2-Audio,adresso,zero_shot/all,0.9969,0.9966,0.9971,237,237,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/adresso_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.adresso.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/adresso_zeroshot_scores.csv,yes,part16/rows/M9.tsv:43,answer_mass,clip
Qwen2-Audio|edaic|zero_shot|all,Qwen2-Audio,edaic,zero_shot/all,0.9959,0.9952,0.9964,275,275,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/edaic_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.edaic.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv,yes,part16/rows/M9.tsv:44,answer_mass,clip
Qwen2-Audio|edaic_conflict_390|zero_shot|conflict,Qwen2-Audio,edaic_conflict_390,zero_shot/conflict,0.9989,0.9985,0.9992,390,74,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,conflict,current,,M9.Qwen2-Audio.edaic_conflict.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv,no,part16/rows/M9.tsv:45,answer_mass,clip
Qwen2-Audio|edaic_conflict_v2|zero_shot|conflict,Qwen2-Audio,edaic_conflict_v2,zero_shot/conflict,0.9989,0.9987,0.9992,966,138,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,conflict,current,,M9.Qwen2-Audio.edaic_conflict_v2.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv,no,part16/rows/M9.tsv:46,answer_mass,clip
Qwen2-Audio|edaic_full|zero_shot|all,Qwen2-Audio,edaic_full,zero_shot/all,0.997,0.9965,0.9975,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/q2a_full_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.edaic_full.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/q2a_full_zeroshot_scores.csv,no,part16/rows/M9.tsv:47,answer_mass,clip
Qwen2-Audio|edaic_mid30|zero_shot|all,Qwen2-Audio,edaic_mid30,zero_shot/all,0.999,0.9987,0.9993,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/q2a_mid30_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.edaic_mid30.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/q2a_mid30_zeroshot_scores.csv,no,part16/rows/M9.tsv:48,answer_mass,clip
Qwen2-Audio|edaic_mid300|zero_shot|all,Qwen2-Audio,edaic_mid300,zero_shot/all,0.9972,0.9969,0.9976,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.edaic_mid300.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv,no,part16/rows/M9.tsv:49,answer_mass,clip
Qwen2-Audio|kcl|zero_shot|all,Qwen2-Audio,kcl,zero_shot/all,0.9991,0.9989,0.9994,37,37,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/kcl_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.kcl.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/kcl_zeroshot_scores.csv,yes,part16/rows/M9.tsv:50,answer_mass,clip
Qwen2-Audio|neurovoz|zero_shot|all,Qwen2-Audio,neurovoz,zero_shot/all,0.9992,0.9992,0.9992,1270,107,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.neurovoz.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv,yes,part16/rows/M9.tsv:51,answer_mass,clip
Qwen2-Audio|pcgita|zero_shot|all,Qwen2-Audio,pcgita,zero_shot/all,0.9994,0.9994,0.9994,1100,1100,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.pcgita.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv,yes,part16/rows/M9.tsv:52,answer_mass,clip
Qwen2-Audio|pitt|zero_shot|all,Qwen2-Audio,pitt,zero_shot/all,0.9967,0.9965,0.9969,468,228,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2-Audio.pitt.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,yes,part16/rows/M9.tsv:53,answer_mass,clip
Qwen2.5-Omni|adress2020|transcript|all,Qwen2.5-Omni,adress2020,transcript/all,0.9968,0.9967,0.9969,156,156,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_adress2020_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.adress2020.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_adress2020_text.csv,no,part16/rows/M9.tsv:54,answer_mass,clip
Qwen2.5-Omni|adresso|transcript|all,Qwen2.5-Omni,adresso,transcript/all,0.9975,0.9974,0.9975,237,237,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_adresso_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.adresso.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_adresso_text.csv,no,part16/rows/M9.tsv:55,answer_mass,clip
Qwen2.5-Omni|?|transcript|conflict,Qwen2.5-Omni,,transcript/conflict,0.9986,0.9984,0.9988,390,74,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_conflict_text.csv,part16/rows/M9.tsv,yes,transcript,conflict,current,,M9.Qwen2.5-Omni.conflict.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_conflict_text.csv,no,part16/rows/M9.tsv:56,answer_mass,clip
Qwen2.5-Omni|edaic|transcript|all,Qwen2.5-Omni,edaic,transcript/all,0.9986,0.9985,0.9986,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_edaic30_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.edaic.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_edaic30_text.csv,no,part16/rows/M9.tsv:57,answer_mass,clip
Qwen2.5-Omni|edaic|transcript|all,Qwen2.5-Omni,edaic,transcript/all,0.9986,0.9985,0.9986,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_edaic30_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.edaic30.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_edaic30_text.csv,no,part16/rows/M9.tsv:58,answer_mass,clip
Qwen2.5-Omni|edaic_full|transcript|all,Qwen2.5-Omni,edaic_full,transcript/all,0.9989,0.9988,0.999,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_edaicfull_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.edaicfull.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_edaicfull_text.csv,no,part16/rows/M9.tsv:59,answer_mass,clip
Qwen2.5-Omni|kcl|transcript|all,Qwen2.5-Omni,kcl,transcript/all,0.998,0.9979,0.9981,37,37,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_kcl_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.kcl.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_kcl_text.csv,no,part16/rows/M9.tsv:60,answer_mass,clip
Qwen2.5-Omni|neurovoz|transcript|all,Qwen2.5-Omni,neurovoz,transcript/all,0.9973,0.9973,0.9974,1270,107,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_neurovoz_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.neurovoz.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_neurovoz_text.csv,no,part16/rows/M9.tsv:61,answer_mass,clip
Qwen2.5-Omni|pcgita|transcript|all,Qwen2.5-Omni,pcgita,transcript/all,0.9978,0.9978,0.9978,1100,100,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_pcgita_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.pcgita.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_pcgita_text.csv,no,part16/rows/M9.tsv:62,answer_mass,clip
Qwen2.5-Omni|pitt|transcript|all,Qwen2.5-Omni,pitt,transcript/all,0.9966,0.9965,0.9968,468,228,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,part16/rows/M9.tsv,yes,transcript,all,CONTESTED,"S5: two Omni Pitt transcript runs disagree: Run A Sep 15 local 0.6975 (bootstrap tables, M1 headline) vs Run B Sep 20 pod 0.6629 (master_lookup, table1_omni25); cause not established",M9.Qwen2.5-Omni.pitt.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,no,part16/rows/M9.tsv:63,answer_mass,clip
Qwen2.5-Omni|pitt_all|transcript|all,Qwen2.5-Omni,pitt_all,transcript/all,0.9966,0.9965,0.9966,708,266,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/pitt_all/o25_pitt_all_text.csv,part16/rows/M9.tsv,yes,transcript,all,current,,M9.Qwen2.5-Omni.pitt_all.transcript_only: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/pitt_all/o25_pitt_all_text.csv,no,part16/rows/M9.tsv:64,answer_mass,clip
Qwen2.5-Omni|adress2020|zero_shot|all,Qwen2.5-Omni,adress2020,zero_shot/all,0.9967,0.9965,0.9968,156,156,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/omni_final/omni_adress2020_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.adress2020.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_zeroshot_scores.csv,yes,part16/rows/M9.tsv:65,answer_mass,clip
Qwen2.5-Omni|adresso|zero_shot|all,Qwen2.5-Omni,adresso,zero_shot/all,0.9967,0.9966,0.9968,237,237,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/omni_final/omni_adresso_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.adresso.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adresso_zeroshot_scores.csv,yes,part16/rows/M9.tsv:66,answer_mass,clip
Qwen2.5-Omni|edaic|zero_shot|all,Qwen2.5-Omni,edaic,zero_shot/all,0.9966,0.9965,0.9967,275,275,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/omni_final/omni_edaic_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.edaic.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/omni_final/omni_edaic_zeroshot_scores.csv,yes,part16/rows/M9.tsv:67,answer_mass,clip
Qwen2.5-Omni|edaic_conflict_390|zero_shot|conflict,Qwen2.5-Omni,edaic_conflict_390,zero_shot/conflict,0.9967,0.9965,0.9968,390,74,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,conflict,current,,M9.Qwen2.5-Omni.edaic_conflict.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_zeroshot_scores.csv,no,part16/rows/M9.tsv:68,answer_mass,clip
Qwen2.5-Omni|edaic_conflict_v2|zero_shot|conflict,Qwen2.5-Omni,edaic_conflict_v2,zero_shot/conflict,0.9967,0.9966,0.9968,966,138,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,conflict,current,,M9.Qwen2.5-Omni.edaic_conflict_v2.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,no,part16/rows/M9.tsv:69,answer_mass,clip
Qwen2.5-Omni|edaic_full|zero_shot|all,Qwen2.5-Omni,edaic_full,zero_shot/all,0.9962,0.996,0.9964,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.edaic_full.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv,no,part16/rows/M9.tsv:70,answer_mass,clip
Qwen2.5-Omni|edaic_mid30|zero_shot|all,Qwen2.5-Omni,edaic_mid30,zero_shot/all,0.9958,0.9956,0.996,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/o25_mid30_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.edaic_mid30.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/o25_mid30_zeroshot_scores.csv,no,part16/rows/M9.tsv:71,answer_mass,clip
Qwen2.5-Omni|edaic_mid300|zero_shot|all,Qwen2.5-Omni,edaic_mid300,zero_shot/all,0.9958,0.9956,0.9962,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/o25_mid300_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.edaic_mid300.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/o25_mid300_zeroshot_scores.csv,no,part16/rows/M9.tsv:72,answer_mass,clip
Qwen2.5-Omni|kcl|zero_shot|all,Qwen2.5-Omni,kcl,zero_shot/all,0.9888,0.9881,0.9903,37,37,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/omni_final/omni_kcl_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.kcl.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/omni_final/omni_kcl_zeroshot_scores.csv,yes,part16/rows/M9.tsv:73,answer_mass,clip
Qwen2.5-Omni|neurovoz|zero_shot|all,Qwen2.5-Omni,neurovoz,zero_shot/all,0.9952,0.9952,0.9953,1270,107,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/omni_final/omni_neurovoz_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.neurovoz.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_zeroshot_scores.csv,yes,part16/rows/M9.tsv:74,answer_mass,clip
Qwen2.5-Omni|pcgita|zero_shot|all,Qwen2.5-Omni,pcgita,zero_shot/all,0.9952,0.9951,0.9953,1100,100,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/omni_final/omni_pcgita_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Qwen2.5-Omni.pcgita.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/omni_final/omni_pcgita_zeroshot_scores.csv,yes,part16/rows/M9.tsv:75,answer_mass,clip
